"","(Intercept)","monthAugust","monthDecember","monthFebruary","monthJanuary","monthJuly","monthJune","monthMarch","monthMay","monthNovember","monthOctober","monthSeptember","provBritish Columbia","provManitoba","provNew Brunswick","provNewfoundland and Labrador","provNorthwest Territories","provNova Scotia","provNunavut","provOntario","provPrince Edward Island","provQuebec","provSaskatchewan","provYukon","retail"
"boot_params.10",4.95963932275936,-0.684468575777493,-0.665176899909545,0.0482974969493931,-0.33910283607467,-0.513912906526075,-0.331705131786788,-0.0891474425220553,-0.0283494935994116,-0.102813862802323,0.0399983979798957,0.0761011423561696,0.798983144453555,-1.96387490300507,-2.61524876497975,-3.10631512165931,-4.84610185220433,-2.45535294053281,-5.32554626007282,5.54351172950099,-4.0977104339356,2.15747587983918,-2.56109309874796,-4.37261064448772,-2.57816144382062e-07
"boot_params.11",5.3288047637537,-0.684832010015996,-0.674169212865792,0.0116200400184684,-0.368733422806022,-0.561352719200497,-0.368758970768635,-0.122676857232993,-0.0353558521990688,-0.0931635277427764,0.0490838774102089,0.0882060992140025,0.842948734229083,-2.17184658506867,-2.94698960222936,-3.40743421215513,-5.28225241491314,-2.70550438403183,-5.58503212843015,6.29337041173049,-4.74092725607158,2.46500522506708,-2.89170004289959,-4.43723952403836,-3.02898710859349e-07
"boot_params.12",5.07312061158107,-0.717053260824928,-0.619482893281223,0.0591708927892499,-0.323436684827011,-0.558804758396049,-0.324298720415096,-0.101249301261361,-0.0371979206891133,-0.0405831492297023,0.0674113854966067,0.098903491558973,0.830064935228039,-2.04481806649094,-2.71831220637669,-3.17917269495243,-5.60315010326384,-2.49416597217366,-5.44338114783239,5.84402630892492,-4.35355164683954,2.2906765805434,-2.68773815184667,-4.13000171332406,-2.75227951397709e-07
"boot_params.13",5.1704698747171,-0.722296278775322,-0.620494136478724,0.0406702199509521,-0.353819770086025,-0.562649620775813,-0.363739023103869,-0.152369999681626,-0.0418359808755831,-0.0689796226505311,0.0534072281237966,0.100738835893033,0.835979772287321,-2.06886897008567,-2.81747029625981,-3.32654068945465,-5.65724091196053,-2.56785617800776,-5.43862198859724,5.97668109514467,-4.44895191663446,2.32736428013204,-2.67394631221803,-4.26235774508276,-2.84080682594852e-07
"boot_params.14",4.89194494739289,-0.709267499055846,-0.537080978473114,0.0779186889933999,-0.323067462508549,-0.506918301281317,-0.371252581748567,-0.0846530782492592,-0.00229895537757067,-0.0549889895965299,0.0514676684937218,0.130011768988333,0.834091386836731,-1.88178031817523,-2.61111786077159,-3.08712000450714,-5.13728709050257,-2.37869017536168,-4.65314861581026,5.5470179543367,-4.38649904287197,2.19557047042772,-2.49521458932982,-4.36577153403226,-2.56171248126268e-07
"boot_params.15",4.91625099245288,-0.717722010726423,-0.60496302096901,0.074243301673403,-0.338874582041991,-0.538553251499134,-0.341185682333579,-0.0835771106342426,-0.00779122256146919,-0.0506592186781434,0.0235233108793862,0.126920249469989,0.838719269782344,-1.88463748595407,-2.65340116945473,-3.15633602576393,-5.13144024487526,-2.34545184713178,-4.91272205341113,5.60163451788466,-4.22340526715,2.22039346051224,-2.60972294567556,-4.21582825594621,-2.59226479269972e-07
"boot_params.16",5.0269090307645,-0.686516857450343,-0.635492765158171,0.0711713533801669,-0.306638550657177,-0.559724655625324,-0.311616866895604,-0.108368483045969,-0.0176748996225431,-0.0611893694377724,0.0569149175640219,0.133445000208068,0.815372334182371,-1.99344968283383,-2.74489024974654,-3.07880954513354,-4.96284149128721,-2.55744925403566,-4.89709540773605,5.70637300346681,-4.10916847057838,2.23807020939039,-2.68738989285902,-4.27894510039224,-2.67895640790654e-07
"boot_params.17",4.90799356134726,-0.720966135393142,-0.630432106195504,0.0363775879851698,-0.359313770886365,-0.648317431836348,-0.382273168376151,-0.118941509563324,-0.0465301730017995,-0.0978414164162798,0.0438134877905515,0.110697578344954,0.824571242094797,-1.89981100113512,-2.6175661279493,-2.96308361686363,-4.86992977672238,-2.37729285777168,-4.81240980798391,5.48659086664215,-4.11746763400713,2.1772152608378,-2.53361544528322,-4.07242065794585,-2.53079164433227e-07
"boot_params.18",4.85470405578659,-0.725467607443885,-0.576072739996738,0.0616320139633579,-0.328523212416687,-0.537408315804139,-0.385962843178282,-0.0962998181332262,-0.0354063924069513,-0.0833565880077012,0.016188936414829,0.0919819324841378,0.830028453226755,-1.84496213185494,-2.53665425041972,-3.022314671346,-5.82696621122707,-2.32224734078546,-4.87692132059876,5.4695561772909,-4.0205597725177,2.15043909840992,-2.53122730994603,-3.85981839890303,-2.50434507028838e-07
"boot_params.19",5.0981428040669,-0.629295083956564,-0.650213054068574,0.0927219355991312,-0.351132069119141,-0.520176006804592,-0.357285479288426,-0.105368899513654,-0.0118538820188413,-0.0405375791811095,0.0908548331403052,0.122079422253569,0.867641902855908,-2.02658043117799,-2.78231155315541,-3.13476586908146,-5.27818556210451,-2.55405167538445,-4.99197429628674,5.98939935006997,-4.23963307050493,2.36085189968177,-2.63859367311957,-4.4109791709809,-2.82704342681537e-07
"boot_params.20",4.91493157246447,-0.687722841558695,-0.629480225518011,0.0871480143238138,-0.320714996111737,-0.527301920783483,-0.329248786632719,-0.0939158262483281,-0.00450895085911305,-0.069224315569886,0.0618244329637578,0.148093513796884,0.82257873449711,-1.85564996079246,-2.65838874559101,-3.06967675492492,-5.20294566550136,-2.43869326345741,-5.3823844561397,5.58828997193305,-4.43706960409475,2.20233814696027,-2.58588709862135,-4.02884172923889,-2.59110419935633e-07
"boot_params.21",4.89776524108912,-0.78548677817755,-0.667365310240306,0.0599228670938419,-0.348130983236243,-0.541552366973718,-0.362529686585546,-0.0932348661817197,-0.0443589956509805,-0.067107812135882,0.0200000229923631,0.0936644786901087,0.822431042781843,-1.92993808365597,-2.59732675837311,-3.06263143927331,-4.90864160344573,-2.34377452249951,-4.78847149962427,5.47770307856805,-4.17559238539639,2.15609753014634,-2.65781122701864,-4.05798365038071,-2.52677519916454e-07
"boot_params.22",5.19608192794984,-0.702047546169024,-0.60101560641418,0.0426696488482222,-0.322809575257715,-0.568007823473104,-0.337988120130453,-0.104665313706334,-0.0140426789054866,-0.0576202151917865,0.0505962002489896,0.08057991814369,0.872982007674042,-2.07839126999975,-2.87603907192452,-3.30817391295895,-5.6436126143185,-2.66167456959842,-4.85130667099204,6.15752838241305,-4.23012562599262,2.41632191220051,-2.79025404750666,-4.32912738142818,-2.92698810100232e-07
"boot_params.23",5.18504063490018,-0.738943555322075,-0.673460139172103,0.0569876379012818,-0.314251404743556,-0.529109096435821,-0.341820818074987,-0.121075119988378,-0.0441863085241148,-0.114552778861004,0.0152684640680855,0.0815048544351142,0.866122911854867,-2.06682294017548,-2.78394370411743,-3.25943378705184,-5.06098270463688,-2.52355289102978,-4.8765329254221,6.09542385183352,-4.47926381235496,2.40751375192519,-2.74514318978447,-4.47264565963325,-2.8914322734473e-07
"boot_params.24",4.78154706280559,-0.652108647576102,-0.576081415356443,0.0735473617015633,-0.34179059444358,-0.550046717994144,-0.318467499681393,-0.0737122625080687,-0.0157179556546643,-0.0642320247473189,0.0358878461779378,0.0921104666303981,0.827493477002727,-1.8121597256296,-2.49612262570593,-2.91337909067947,-4.68227209705927,-2.24751485424629,-5.40501281143145,5.29730968807985,-3.82223136817509,2.10830330499969,-2.46773160048894,-4.24779097295036,-2.41543074335788e-07
"boot_params.25",5.19925776242817,-0.715780331953995,-0.636176498933069,0.0508410407750042,-0.342524174177028,-0.537339909585536,-0.349872343021471,-0.117599115421361,-0.0335787775392417,-0.079089150177598,0.0319896197290962,0.0969004279194239,0.825864999993405,-2.10257145123731,-2.80570870412547,-3.26248655587193,-5.11673309191169,-2.57120344402224,-5.13094545773709,6.04003806827539,-4.62823266443146,2.35315280595,-2.84126479470446,-4.54530497661438,-2.87612799681746e-07
"boot_params.26",4.94867771978248,-0.736295787326549,-0.583960183975806,0.0622032485035686,-0.327500083530717,-0.512581320982132,-0.367495451858005,-0.119571933282574,-0.0449880850051316,-0.13981697833813,0.0217979865273005,0.106419976702207,0.813825786205573,-1.94582747560091,-2.62163936043408,-3.03970320552252,-4.82734867339343,-2.38028116761581,-4.96742238728834,5.58855890371849,-4.09830997575675,2.20350665384907,-2.6048118840949,-4.06427645919859,-2.58979248020791e-07
"boot_params.27",4.80734302922215,-0.756292367199334,-0.570586544362761,0.0499832849769407,-0.361688831011814,-0.585086590733046,-0.363719535914668,-0.124145031925287,-0.0303979668889504,-0.124597475064567,0.0289432004491272,0.0850034918592304,0.861197464270028,-1.72359388509957,-2.48573381400503,-2.83024016990559,-5.11728471065484,-2.34331310384392,-4.91339643375485,5.41651763924221,-4.06946248464484,2.15041706697054,-2.50271048820533,-4.14362318349709,-2.46075613285006e-07
"boot_params.28",4.87107963181966,-0.698144366667111,-0.627687861140536,0.0426733419102,-0.328154012586407,-0.573590224725314,-0.405878126971021,-0.112338890513183,-0.0399782378016533,-0.101874551987843,0.0222141887829368,0.0954309701464914,0.847766810253004,-1.80561317981264,-2.61197341400641,-3.00425595742249,-5.64044242120419,-2.38489872276028,-4.77290662188051,5.49331679123247,-4.11966944692345,2.17700351097476,-2.56588824414451,-4.05641115065828,-2.51852484033985e-07
"boot_params.29",5.17470745394428,-0.711323152053814,-0.630797509737205,0.0622798125343536,-0.31368309025467,-0.580142774319391,-0.344075941198896,-0.123549565858869,-0.0198953939846708,-0.0549803550410455,0.078648145611625,0.114707826960464,0.86274620210884,-2.0434995398012,-2.82824761345875,-3.21103637522397,-5.23528699401776,-2.62880320058883,-5.16336835519197,6.12123652437134,-4.4656388681622,2.40621985099023,-2.74600810640362,-4.37080524732452,-2.90617667669832e-07
"boot_params.30",5.0544649222368,-0.675303857971713,-0.602848297679206,0.0793822867586841,-0.311259426756152,-0.562433863822067,-0.303708681269154,-0.0997429534443947,-0.00591104384108009,-0.0467062199388697,0.0546035153775432,0.138319911438559,0.846902653649832,-2.00545728361155,-2.79090589287454,-3.17601423808948,-5.10190370073941,-2.43383278380445,-4.95992419691932,5.81765927526029,-4.35482553099165,2.29721721306821,-2.66409055827053,-4.30186319182526,-2.73961067055874e-07
"boot_params.31",5.20210225537969,-0.732361465972735,-0.586057719915614,0.064456838797633,-0.359512225109374,-0.58006283849049,-0.340312967638167,-0.117666575600338,-0.0357132571681103,-0.078945063246158,0.0233019077792427,0.10962373332352,0.874148067363373,-2.11093446870387,-2.80293529625791,-3.27030545385932,-5.20715109154647,-2.62410402521501,-5.42930895790911,6.16076516169187,-4.41188309900356,2.43817914597564,-2.87593442039,-4.36310255730472,-2.92700182828832e-07
"boot_params.32",4.85001452974348,-0.703047597065017,-0.626263679659915,0.0670515259315512,-0.317606982323638,-0.5147610668126,-0.338543801353838,-0.0910783711126905,-0.0308527854149152,-0.0763388570457595,0.0318381446917874,0.0881398353298568,0.819996649828607,-1.8212978916191,-2.47675026402038,-3.04200077167185,-4.80419100764684,-2.36163948494193,-4.76784686602152,5.45718212652358,-3.87073209580888,2.15859714126236,-2.56092333639736,-4.205702557496,-2.50104576614663e-07
"boot_params.33",5.05993560433578,-0.7063808857533,-0.667361515950239,0.0199876248197032,-0.362074480488081,-0.63028874016755,-0.394700679629311,-0.153187067196565,-0.0304700441855849,-0.101591727136179,0.0179390621362627,0.0888380037050718,0.872385611294939,-1.97156531722622,-2.69049422666861,-3.13885833291072,-5.57296207283021,-2.43406671595972,-4.91492817286761,5.87400317299193,-4.61757140353014,2.33799196506102,-2.70786022889086,-4.2814994055654,-2.74749740846002e-07
"boot_params.34",5.00294346412955,-0.707494692917819,-0.606979275546415,0.039800795818498,-0.304320032691173,-0.558122250208325,-0.370044221258473,-0.111456682640035,-0.0658289559860031,-0.0912863263778972,0.0480199372481332,0.0846567197964428,0.831459777391983,-1.96951379890066,-2.65081106316524,-3.11924237271582,-5.02216471174141,-2.4694697478114,-4.72940349385808,5.71496100086429,-4.40672500352629,2.24898845639184,-2.58057132092658,-4.46125711613837,-2.66584871118904e-07
"boot_params.35",4.9358243205104,-0.710576293750281,-0.594576280767868,0.0552833673427643,-0.349514667766913,-0.537155014108522,-0.373236423300985,-0.104122513591272,-0.0276233882808739,-0.0979906419955599,0.0186030876793572,0.0989760280690231,0.828445548883917,-1.90892703386145,-2.53621311298829,-3.08843268946998,-5.11636224304387,-2.37597467829288,-4.79242921629912,5.59076980234621,-4.01653363997944,2.21417789681234,-2.57437453306592,-4.21326408002518,-2.58751829157707e-07
