"","(Intercept)","seasonSpring","seasonSummer","seasonWinter","provBritish Columbia","provManitoba","provNew Brunswick","provNewfoundland and Labrador","provNorthwest Territories","provNova Scotia","provNunavut","provOntario","provPrince Edward Island","provQuebec","provSaskatchewan","provYukon","retail"
"boot_params.4131",3.58277706022108,-0.04280580726676,-0.539550973570231,-0.222268509756579,0.798836733381944,-1.78926980611857,-2.4392716640445,-2.98458499203489,-4.85188762956499,-2.25184074115374,-4.89496389623222,5.2803985177652,-4.08223778783998,2.09342975793823,-2.468216021505,-4.06623372194675,-1.70347045460746
"boot_params.4132",3.68334350688079,-0.0514093625668592,-0.533347192164037,-0.247375700431567,0.79470652547275,-1.96009215620197,-2.6749029341294,-3.07501082082092,-5.05140960948488,-2.42665079485741,-4.75575433429797,5.59017731428523,-4.10213266779533,2.18256263399955,-2.65375939517124,-4.32701631150043,-1.85223533528039
"boot_params.4133",3.63124756963894,-0.0568082639984641,-0.545212053412654,-0.220524619843616,0.815452728998071,-1.86462855662054,-2.55958035171,-2.99220268409822,-5.53057518811366,-2.37954494903293,-5.21288948224648,5.43014340283575,-3.95816154621663,2.13118860397494,-2.55956655236496,-4.05314223953988,-1.77714366014243
"boot_params.4134",3.64593586778207,-0.0536165459073364,-0.55862663320673,-0.240398468961296,0.800358210937672,-1.9128029988037,-2.55369039354691,-3.04367209865462,-5.53649629096183,-2.38504876689294,-5.26969112581563,5.43296742218939,-4.26308042151405,2.14559176507475,-2.55101384679091,-4.16944264303032,-1.77917012090018
"boot_params.4135",3.57813570210648,-0.0565913957265459,-0.578549713415776,-0.228759866133398,0.794057548843766,-1.74187375790017,-2.473982063782,-2.91638234789976,-5.08705457169831,-2.19508144155131,-4.68033541676908,5.09540987322239,-3.9936577087503,2.00197262041735,-2.49359793728494,-4.13967176061722,-1.63197310645003
"boot_params.4136",3.75076031082259,-0.077190466846717,-0.554834734778885,-0.239042816734158,0.810293514471903,-2.068769754343,-2.7510514876996,-3.31645255948858,-5.41560164538187,-2.5358031773073,-5.44037359799128,5.85554114047432,-4.29415743831343,2.28191288770089,-2.758692822061,-4.28915327150533,-1.97081476636266
"boot_params.4137",3.63214802243741,-0.044844399753988,-0.583297066796642,-0.223923248048591,0.845958764008356,-1.85386912659419,-2.57173195315765,-3.04668288768827,-5.32304305019414,-2.39929249307165,-4.75014436770414,5.53432845163144,-4.22677244903874,2.20492784500797,-2.5807285475128,-4.28824840104412,-1.81473882364664
"boot_params.4138",3.71632193626156,-0.0703507280282392,-0.555009392187283,-0.263760098817875,0.828141480092906,-1.99457489937301,-2.7229908506795,-3.16781714573964,-5.00564604269367,-2.50798802310494,-5.00987852331621,5.84139681200138,-4.47098852040174,2.29751106658361,-2.6276126438399,-4.17667846609009,-1.95035730925014
"boot_params.4139",3.63333013980212,-0.0490958469233968,-0.561501904587401,-0.255826217548766,0.818353954284741,-1.82262514622027,-2.55522008011183,-2.98811539330212,-5.54454794118046,-2.3539174991234,-4.86334378019406,5.43137623957008,-4.1203780674112,2.15170931840527,-2.54076804400064,-3.93857535004076,-1.77516955766777
"boot_params.4140",3.66568552438511,-0.0700231326426719,-0.55575975574296,-0.245589859750238,0.804925785768869,-1.92110131769827,-2.64803801414782,-3.03006712934789,-5.50616975864703,-2.38176619697183,-5.07060673404914,5.55844183842781,-4.19152461844373,2.17569540786291,-2.51150053149843,-4.06379249093823,-1.82853706462533
"boot_params.4141",3.58220208348007,-0.0476075116191637,-0.546072365359739,-0.218656164205493,0.829330889146702,-1.78556877246516,-2.45863210941629,-3.01758211792752,-4.75606733555269,-2.28543898213598,-4.6080703383882,5.35815586151221,-3.81206910696154,2.11896046611943,-2.44103208458514,-4.31491833115611,-1.73281871951354
"boot_params.4142",3.662812223654,-0.0693788650063965,-0.560413983840828,-0.221334602238039,0.825744726181203,-1.94270426912956,-2.62953184008249,-3.00055097942705,-5.28510422301755,-2.42792401958481,-4.95462668900034,5.60139872565672,-4.43691774795342,2.19687799366982,-2.65137577108998,-4.14408623830572,-1.84776402973352
"boot_params.4143",3.532229763234,-0.0531555283617462,-0.562199926266643,-0.218336342315459,0.824544165889099,-1.68645253008252,-2.36177310415178,-2.86059936250516,-5.08222320058888,-2.14917922384096,-4.68989442643776,5.04264055991763,-3.82227896210326,1.99543914603113,-2.37138662559456,-3.98318251479776,-1.59824674323928
"boot_params.4144",3.81563845470359,-0.0962937710209806,-0.570056878355165,-0.257660997925778,0.839267470813526,-2.16859514064353,-2.92369174978178,-3.29339572003916,-5.52106548986009,-2.71028255076543,-4.98896782485474,6.24751424675897,-4.53566180416841,2.43337078796877,-2.82533044531896,-4.36267146539096,-2.13359809431784
"boot_params.4145",3.69659373296897,-0.0732786548354367,-0.551757590797086,-0.255981227086911,0.847753303966467,-1.97554776723773,-2.70709332121634,-3.11073659010167,-5.61508891023703,-2.43664001643271,-5.21714239539238,5.83130009841975,-4.5292073870266,2.28833630451958,-2.71328592022085,-4.17137649427182,-1.94133656580257
"boot_params.4146",3.66765338256868,-0.0483624429289683,-0.548983401933676,-0.248795750272263,0.804281923172521,-1.90333576325521,-2.67429354800139,-3.15132905520782,-5.08697160805839,-2.40334143332171,-4.82763456006909,5.58470045360364,-4.22261339477421,2.18820674761119,-2.54928527520207,-4.28813654285729,-1.84377649912294
"boot_params.4147",3.70742397548526,-0.0749259031362142,-0.545234125616563,-0.261940721320059,0.815237847446537,-1.9609626583322,-2.70843550874523,-3.14634148212533,-5.20145049677827,-2.49650807997485,-5.0393093420819,5.70040581063638,-4.20858561038205,2.22969246552547,-2.68475337766619,-4.28325743249113,-1.89489617152667
"boot_params.4148",3.77786122017846,-0.0945879527906012,-0.60807977728484,-0.257694318599153,0.849014658650034,-2.08488940558887,-2.84066473277678,-3.27319067555724,-5.77413085383748,-2.5937342925643,-5.12059391286463,6.04741713122189,-4.28547172830625,2.38215540116622,-2.84725064992119,-4.73035134390881,-2.0445716921153
"boot_params.4149",3.55760457837714,-0.0526857378318748,-0.515222613943075,-0.196955238524066,0.788989760100517,-1.70242146683565,-2.54646791763584,-2.86541239375247,-4.78683152492334,-2.21692935966348,-4.86118235306557,5.13526823355329,-4.0484000309307,2.02219859233334,-2.42348244667129,-4.00145876084643,-1.64882756864169
"boot_params.4150",3.66896678078445,-0.0499524992330956,-0.551414505428718,-0.232971292420193,0.800086803714426,-1.91888571717086,-2.6304765749643,-3.03943898635687,-5.58105742392314,-2.40807711266137,-4.98799611540131,5.51278055895805,-4.00892534987795,2.15398950366402,-2.67567030340054,-4.16563300794035,-1.81673065052102
"boot_params.4151",3.67579904816633,-0.0802776398057838,-0.585875333501108,-0.218570679470459,0.808354829930676,-1.92144799852788,-2.62482722459437,-3.15720646643011,-5.42400506701704,-2.45253472747134,-5.11359878402383,5.58540381304011,-4.11377913226834,2.20285108894854,-2.65134256736433,-4.20519318251855,-1.84437521236887
"boot_params.4152",3.63020931095427,-0.0838775372223222,-0.575503453154208,-0.242402535646795,0.820180308252516,-1.8247423331427,-2.58295578745792,-2.97024849402307,-5.08050525920524,-2.32479221204367,-4.66993839092662,5.39773784883589,-4.22170420789332,2.11165266181464,-2.54381259304895,-4.08286740423078,-1.75422201413865
"boot_params.4153",3.70041397500475,-0.079526455018739,-0.573759094255244,-0.265396581674109,0.823370770591591,-1.96199232503163,-2.67699744146064,-3.21882441109283,-5.10294984810023,-2.428331002149,-5.26032489957472,5.67767010879755,-4.00419590964671,2.21590526344989,-2.63957467212544,-4.24896867762797,-1.88419458896297
"boot_params.4154",3.67618845892142,-0.0484253102904872,-0.559043049785347,-0.230922791117962,0.811782207547037,-1.92997228040703,-2.61500230848777,-3.13868945887038,-5.07084792388369,-2.45728138066418,-5.08257098008951,5.63640191495168,-4.07236008166291,2.20164387632369,-2.60348323039328,-4.21188571597755,-1.86569273945598
"boot_params.4155",3.66053540939827,-0.0707975137494222,-0.553589916144319,-0.234972535869762,0.817278344221844,-1.87075433233513,-2.59855309718859,-3.09623401109532,-5.10461596949227,-2.47855401975335,-5.02424654475724,5.55913585043148,-4.24292661795411,2.16684774843159,-2.53198931413591,-4.17387752821613,-1.83143137808761
"boot_params.4156",3.63962210811414,-0.0671919625929332,-0.581050532211551,-0.227279650405151,0.8253924190594,-1.88055586653345,-2.54439547382274,-3.01642464490129,-4.81436688546386,-2.35002475247411,-5.06550162806723,5.50437195451878,-4.19668699897749,2.15719201158625,-2.59388101483597,-4.37842284460508,-1.80135631451942
"boot_params.4157",3.72076824223989,-0.0709747495990469,-0.52497548700086,-0.241770350603214,0.794831662040616,-1.96238365204412,-2.67853547695356,-3.15166667897123,-4.9690348982941,-2.4859076299568,-4.68802508982462,5.64299028115483,-4.32669035313471,2.18219560658281,-2.61990550752931,-4.36568779294728,-1.88346552926621
"boot_params.4158",3.64510852951267,-0.0889074892849411,-0.597519857739919,-0.25968019365639,0.835765515345734,-1.90076946808966,-2.59300511842251,-3.03162772000697,-5.34121378903057,-2.34407521746301,-5.22156043600175,5.48933811787735,-4.30360771967479,2.16207957856737,-2.56485308022406,-4.17740978637336,-1.79381483945601
"boot_params.4159",3.60690276221221,-0.065723825025304,-0.565946799124505,-0.241898716805384,0.796961803886836,-1.82178524814505,-2.4701783673443,-2.92615327248948,-5.02371995931541,-2.27678185292671,-5.04308664916532,5.25865038346476,-4.07307779755983,2.06885356067247,-2.53106492857364,-4.32949313422972,-1.69994069998558
"boot_params.4160",3.61789020820378,-0.0437424657382489,-0.536265722868147,-0.231120388244716,0.820679220662262,-1.85898920010828,-2.6141955915482,-2.91478381076924,-4.8306715740745,-2.32697165445411,-4.57870286864082,5.44865301527245,-4.16882460454408,2.13028053360616,-2.58098560221066,-4.02618432251068,-1.776335029352
"boot_params.4161",3.6399555081769,-0.0714877076236922,-0.558017297700902,-0.263942818865972,0.828699187534947,-1.88602261250944,-2.53863262897192,-3.12952334326027,-4.93601108947523,-2.36073327674205,-4.98390089667424,5.51792553791168,-4.04005889427319,2.16798954665811,-2.54595304528606,-4.19642023151701,-1.80413654218965
"boot_params.4162",3.65242638186574,-0.0864349441587495,-0.583847562044849,-0.24909313930646,0.823084461664923,-1.8795560769186,-2.58394654726935,-2.98138320660149,-5.23351793856376,-2.38115261621391,-5.11136173820339,5.50119650958759,-4.31979618516842,2.16308886253096,-2.6326640049752,-4.05374692736041,-1.8013539703292
"boot_params.4163",3.74379619720791,-0.0710294165493754,-0.577464673550504,-0.253940435271284,0.820465332928296,-2.02894780891066,-2.7027556939262,-3.27273595530079,-5.77907403603802,-2.52010325879203,-5.20392566642454,5.82764827654135,-4.05923222215883,2.27246431889321,-2.77001619616526,-4.36726262038983,-1.95279669558893
"boot_params.4164",3.65274515289628,-0.0749202907695362,-0.553656549061182,-0.236830314319884,0.825249290118672,-1.9129565821609,-2.58597949959251,-2.98805068074856,-5.1664708655461,-2.43800324537216,-4.87867774529998,5.54858684597623,-4.02947196313172,2.16638945622145,-2.51087765523591,-3.867248850706,-1.82413937257274
"boot_params.4165",3.59009584258047,-0.0730545551211104,-0.565217549619367,-0.262614315967762,0.810704073014036,-1.77713909432561,-2.44810462707955,-2.98671265953737,-4.82133044466777,-2.27188050352625,-4.8873881849676,5.23515456879705,-4.03677925267592,2.07412701436794,-2.46174999421811,-4.05602075447064,-1.68440710081865
"boot_params.4166",3.66205467072525,-0.090058497935283,-0.584305475404607,-0.242207132785554,0.853762852611246,-1.92489935830041,-2.63155272738067,-3.12985721791356,-5.51237318204059,-2.42041505686437,-4.91398942470318,5.65110370369042,-4.09239147614665,2.23350625626078,-2.58783917199786,-4.12909960892074,-1.86007983397326
"boot_params.4167",3.58012452998032,-0.0495857342180697,-0.550899222283678,-0.223143599516606,0.78661832555308,-1.75735700275735,-2.4298612796182,-2.79688380227631,-4.50265459257285,-2.19763049203743,-5.02897000822082,5.11932709497562,-4.15512717043431,1.98595921358669,-2.35526535705377,-4.12220663531722,-1.64507716575352
"boot_params.4168",3.66145913433421,-0.0846951185163759,-0.578313201832204,-0.262309424227075,0.823556044003139,-1.85618183099166,-2.62533238412717,-3.03638711385165,-5.72174178665359,-2.37252084521428,-4.64343145316194,5.47174210269572,-4.23765299394128,2.12792714200636,-2.5274585555964,-4.02655728744158,-1.79576793207023
"boot_params.4169",3.647612983088,-0.0763855766929731,-0.590496570139475,-0.237174688403768,0.820547078970126,-1.85222141989757,-2.54905670117544,-3.02222179919351,-4.82383714961421,-2.37322411517548,-5.16528888530478,5.46007080691261,-3.99077557802281,2.14318806109143,-2.52394009203034,-4.22442020631001,-1.78348762505807
"boot_params.4170",3.57204147763059,-0.0489701198280136,-0.56878647648254,-0.214601912037412,0.792053968272454,-1.75716015999571,-2.46994823721,-2.84086219420392,-4.95022173237414,-2.24973943751277,-4.52867787387748,5.18718224015602,-3.87707590749037,2.04142929332827,-2.44717656375601,-4.27967555677427,-1.66435546800754
"boot_params.4171",3.64916942631866,-0.0659914985432059,-0.5548458238829,-0.267237330131919,0.857303055003619,-1.94057695534534,-2.62939340935317,-3.01385170162634,-5.18798007254254,-2.40911236929859,-4.8536719439269,5.67881643392386,-4.11262826812278,2.2604135383005,-2.57824126049114,-4.23830195595876,-1.86723925198357
"boot_params.4172",3.62353061242919,-0.0707051948139439,-0.570531296916746,-0.236605672378448,0.805368044602256,-1.8455190565095,-2.51247607896157,-2.91578226610799,-4.99968504668388,-2.28648884484068,-5.11763789029854,5.40500409942919,-4.09257532221526,2.12268936466918,-2.38888033630994,-3.9943433256738,-1.76055373274059
"boot_params.4173",3.57150361533051,-0.0653018059797072,-0.548938590127383,-0.226628347694455,0.806185511716748,-1.76615447805725,-2.421848998476,-2.99824151649088,-4.96685516367989,-2.25072640240275,-4.65797645048802,5.20898712840531,-4.06859524465976,2.03695779062374,-2.4845231163673,-4.0567776944745,-1.66945204672627
"boot_params.4174",3.65751729177431,-0.0710307177516944,-0.571114852902045,-0.257868039599038,0.849936244785311,-1.90939280424873,-2.62798125229542,-3.09315462100292,-5.24765095672189,-2.37958644520537,-4.82546336534963,5.6349884332247,-4.15475006166562,2.25632658363387,-2.58574819969312,-4.11670521909401,-1.85528256627664
"boot_params.4175",3.56484992772883,-0.0600686232171982,-0.577148171101032,-0.211970184123276,0.794598308535657,-1.76367550724177,-2.40589154046022,-2.8912372925535,-4.71686343723713,-2.21773730534317,-5.37438595532403,5.08928154249074,-3.85197794690206,1.99909195254386,-2.35490285400297,-3.93425732434322,-1.62484683882288
"boot_params.4176",3.63930233606501,-0.0698767033748999,-0.582737648739039,-0.236605896563252,0.831475881259524,-1.84611311542263,-2.54107494940884,-3.02978546286362,-5.29701846436382,-2.38568372101512,-5.14235121609791,5.46481581738628,-4.22390000976909,2.16022322231844,-2.57117378270555,-4.17188010324828,-1.78894010573844
"boot_params.4177",3.66582565946447,-0.0340336528422281,-0.52349203976832,-0.250258118019886,0.823305518663023,-1.92763176162891,-2.64346357787215,-3.07217808657661,-4.97857646862482,-2.41801071028244,-5.10086901725783,5.6134395843016,-4.02539889174812,2.18595152343977,-2.64794493897488,-4.16745831589844,-1.85882114556877
"boot_params.4178",3.66325636532732,-0.0753777689172161,-0.56984117512824,-0.241618563197217,0.864984388306729,-1.90986407749483,-2.54159965390197,-3.12124193438464,-5.42559007860561,-2.47716666863569,-5.3742840286606,5.66237185762366,-4.45516991108388,2.23365065154558,-2.58083651337663,-4.3058640163142,-1.86838645762869
"boot_params.4179",3.60685408285193,-0.0691582834800294,-0.567721301522665,-0.248496256283798,0.825400953456521,-1.80766162142705,-2.53293510143657,-2.98860499783365,-5.18883831956855,-2.30894356560409,-4.86457658252613,5.38976663987366,-3.96058489214118,2.13508263802362,-2.51171026059481,-4.08444542719742,-1.74804403684163
"boot_params.4180",3.62896888578077,-0.0679804956785147,-0.558925476246297,-0.223624140764962,0.817973211461549,-1.85307306324826,-2.5518804477118,-2.99018070814386,-5.31520216836812,-2.33765944915927,-4.88719953230621,5.39273608204178,-4.04265719673243,2.14294770000435,-2.45103478787696,-4.12477662582137,-1.76194019866794
"boot_params.4181",3.68723255510492,-0.0553590962482001,-0.565944109195939,-0.245528738692935,0.807102789943432,-1.9388810892999,-2.63217125449928,-3.10292347343471,-5.55397664444337,-2.43871616369771,-4.75867739478893,5.56984435844068,-4.14275564370137,2.16364877800554,-2.54120386059137,-4.17291152395893,-1.84462411250522
"boot_params.4182",3.54603465347037,-0.0494589562383601,-0.543469206083594,-0.22393156133778,0.801070074710596,-1.70326057076034,-2.46940957625563,-2.79598489307338,-4.38757244312319,-2.1718305514988,-4.82141874110758,5.04763331938905,-3.85166174085116,1.99381576420313,-2.39116757461329,-3.83159421320481,-1.60687878404468
"boot_params.4183",3.69597995095172,-0.0677101095507127,-0.560751682005788,-0.249606953956836,0.853559105499139,-1.97447275626558,-2.720965693514,-3.17057659555435,-5.17831548297862,-2.54506487066282,-5.03026739001292,5.83975398091861,-4.23510422717729,2.31064864175589,-2.5871901326868,-4.46720912549845,-1.94535366031135
"boot_params.4184",3.68234984403519,-0.0600076139723303,-0.52791125600972,-0.226982373215665,0.781762281012465,-1.92934336299943,-2.64995300015911,-3.19486172627397,-5.11937225190849,-2.42258048205381,-5.21992158343239,5.57601040855766,-4.20137074318064,2.16948149660307,-2.69693246339282,-4.21589674347791,-1.84838287275769
"boot_params.4185",3.67292965518942,-0.0643763400767876,-0.541679358422532,-0.241026243301661,0.80581388048267,-1.96730080455812,-2.64292731988526,-3.10954621520779,-5.4027864969437,-2.43676888093128,-5.02896685295287,5.56259077351216,-4.09807714934856,2.17561157506675,-2.62210961912314,-4.19481959652729,-1.83629342320835
"boot_params.4186",3.69703493279257,-0.0693407106733201,-0.591640829911217,-0.261077896720897,0.825488843467246,-1.93854247351018,-2.67988887619721,-3.23867308179108,-5.31471019979743,-2.55210842931099,-4.87457516432072,5.66506195740633,-4.31441134418094,2.20659105831457,-2.63513958561611,-4.1932945231671,-1.87702918907168
"boot_params.4187",3.7088705636878,-0.0836315485819819,-0.591397947111634,-0.271292324732481,0.826183890277149,-1.95047743034351,-2.68153032589731,-3.14682955403946,-5.35420139735201,-2.46351655639878,-5.1341388105419,5.74717688772079,-4.30345353146785,2.25753324042126,-2.70384050823338,-4.1035995903962,-1.90887087022478
"boot_params.4188",3.60589611347297,-0.0555740113392355,-0.567261284969811,-0.244273543540313,0.82153115934777,-1.80250972612618,-2.59867506419941,-3.00221352933233,-4.78727868250325,-2.29675836309202,-5.01074851590948,5.40398504106502,-4.09395265890841,2.13561751670049,-2.483848319886,-4.25404636038391,-1.75184936370084
"boot_params.4189",3.61851711116265,-0.056321482157827,-0.566659069295598,-0.231492970727703,0.832158841599552,-1.82059935521674,-2.50258443710077,-2.96979608412278,-4.94233379156404,-2.35720458446324,-4.57005859630156,5.4693485058211,-4.16628394064643,2.15853879215835,-2.43878851063074,-4.10838928780336,-1.7850275463078
"boot_params.4190",3.59998802027973,-0.0674843300154059,-0.562025190420277,-0.234142552759492,0.875089851439539,-1.8243622003297,-2.54082715078428,-3.03602593722014,-4.84865558939541,-2.31924513218233,-5.13817166361576,5.52709987537534,-3.93530676277854,2.19101505918754,-2.57888214256285,-4.37917252960871,-1.7931605313771
"boot_params.4191",3.64502533193168,-0.0615578524898692,-0.56139303812723,-0.239597416505724,0.822246344425664,-1.88746531102586,-2.56103338124542,-3.05868078690682,-5.32013546134989,-2.3463164321155,-5.16610752753077,5.51355722446849,-4.10830971293714,2.16446834538071,-2.58255060611204,-4.42583212306129,-1.80812294049916
"boot_params.4192",3.68135137232399,-0.0621878829959923,-0.558375457328116,-0.242720550093111,0.801036877836945,-1.91141399284976,-2.56848245799384,-3.10414743420478,-5.13598702968857,-2.45229452237662,-5.77808557115805,5.54828930741246,-4.13716345712115,2.17129198187976,-2.53515954953811,-3.9629479612124,-1.83275892884512
"boot_params.4193",3.62449588242294,-0.061881338429818,-0.577870466325963,-0.232271349681817,0.834890981957814,-1.83480006024923,-2.53526970258705,-3.04774771622206,-5.2098173188414,-2.33637730994303,-5.25435270167592,5.47648724401698,-4.15809924996778,2.16940860556083,-2.56101872964982,-4.08090413766315,-1.7865198131764
"boot_params.4194",3.69026646997845,-0.0585144620444654,-0.547045006625434,-0.245640731096155,0.819119259191709,-1.96358990451805,-2.65446847160941,-3.23477748349981,-5.53471590740269,-2.45898992402798,-5.31498386673955,5.6710886534695,-4.33986982019063,2.21793489970062,-2.67775402373976,-4.0768991762134,-1.88241745241536
"boot_params.4195",3.63686376223161,-0.0568612810159384,-0.560804495195519,-0.222943976098217,0.810006788830303,-1.87274731369775,-2.53361016769967,-3.0661227890359,-4.55839727655249,-2.28789962831673,-4.83945929214378,5.38163875141033,-4.15244915158663,2.10049150305562,-2.45226131734047,-4.19549717579401,-1.76041201458008
"boot_params.4196",3.67481738177138,-0.0700580890908733,-0.586556297556378,-0.250137369753617,0.837466837299511,-1.90654832257798,-2.6553861422763,-3.07527288834949,-5.17633501969578,-2.38484971863554,-5.27911808272028,5.67251830049567,-3.99278049957528,2.23269287114347,-2.63126529711115,-4.27468518668834,-1.87487314489899
"boot_params.4197",3.58222082263232,-0.0750365624517384,-0.564467261178857,-0.253070270619765,0.799518192837592,-1.719499701161,-2.39304020140568,-2.91353915828514,-4.96243774886518,-2.26920324409935,-4.76724786997737,5.13978767001154,-3.88356484169419,2.03361804480693,-2.45980568361241,-3.98171554854807,-1.64774602801099
"boot_params.4198",3.66992324900362,-0.0620068011429142,-0.535505550597012,-0.25270088252983,0.854144770147756,-1.95125055601063,-2.71536175773645,-3.12543128446621,-4.86139724835201,-2.46679673247165,-5.12046130607118,5.81035907732405,-4.12878622322799,2.28169822092062,-2.6584830890898,-4.11147726730721,-1.92422274734068
"boot_params.4199",3.52697350585163,-0.0507207048326004,-0.550814443044045,-0.207184396179747,0.780492008397907,-1.60925705826275,-2.41224946534957,-2.8543941525032,-4.83728307037723,-2.15502491128754,-4.97099006653831,4.91199540007004,-3.84683623181699,1.92731935922599,-2.32282202044071,-4.05433378985415,-1.54992221920399
"boot_params.4200",3.62840210133626,-0.059637197483936,-0.561016148173104,-0.244161580646962,0.82075248193995,-1.84999056744594,-2.55687938290533,-3.05266272153672,-5.08416717457133,-2.35132972997501,-4.45532285338972,5.48828998302684,-4.13878806253688,2.16616873603257,-2.51771402365692,-3.99746558273861,-1.79400542531737
"boot_params.4201",3.64890484848757,-0.0766747396888884,-0.549918323719162,-0.217642670954742,0.837074454704149,-1.89895438996678,-2.64275438750533,-3.08151414754233,-5.52280053154412,-2.35815272036847,-4.93769070471685,5.60157102125974,-4.30527303242683,2.20265768296662,-2.49126169848136,-4.03286799266417,-1.84064826308671
"boot_params.4202",3.67439019718733,-0.0486607956558319,-0.55501634942397,-0.244797068594418,0.829150985427718,-1.9344962372196,-2.70421335659513,-3.02774189910103,-5.23205698936483,-2.44292148982967,-5.14847071043784,5.67126091300276,-4.15005584303519,2.2158756622964,-2.55755645753342,-4.25555243620604,-1.87735409992741
"boot_params.4203",3.74878237414735,-0.0682617701464058,-0.534266503373459,-0.262528582294488,0.835289799794011,-2.06700186407218,-2.80034720916807,-3.30585939234446,-5.90465309478545,-2.56657838783673,-5.26221691276127,6.01608526539551,-4.39016683919448,2.34516890633543,-2.75208848234948,-4.60414402457848,-2.0253452674835
"boot_params.4204",3.64667199435863,-0.0660732005240355,-0.535774093776043,-0.262334620037621,0.833259298130704,-1.88836897066553,-2.52455054903267,-3.12002537520831,-4.99521472004322,-2.36475092065902,-4.88649167562801,5.59607672017102,-4.03957995170751,2.20603126218286,-2.58545827793919,-4.1351339399833,-1.83877569363298
"boot_params.4205",3.68789501932065,-0.0811765871439337,-0.555334140439562,-0.238226860741699,0.825228994974654,-1.91838379105076,-2.61614834573822,-3.12034879187558,-5.35849311153006,-2.44691326887834,-4.93376039983207,5.66856087913411,-4.09935025098437,2.2208491144776,-2.60038900637072,-4.31056612807133,-1.87713746026
"boot_params.4206",3.71638530480311,-0.0746422033068345,-0.573140906844304,-0.256510726242782,0.843334449579346,-1.96222843459456,-2.6942597995473,-3.25450834451761,-5.24321058938647,-2.53301395221686,-5.0707059093959,5.78939210761564,-4.09969155224067,2.26375134056291,-2.71118057416556,-4.27319225573986,-1.93113258402916
"boot_params.4207",3.6374970424706,-0.0757705028380076,-0.581694276427522,-0.245311030322517,0.802666942520674,-1.80956621115069,-2.53442486363641,-3.02280567712339,-5.25440029889699,-2.37109499143413,-4.79960672273012,5.4221343521063,-4.12446698988294,2.11957072739377,-2.54890751522369,-4.14570833224289,-1.7674386718148
"boot_params.4208",3.60253349450795,-0.0451696111219642,-0.543976501756522,-0.227727837640806,0.804611501144939,-1.79676853920112,-2.44229713754466,-2.81666547127507,-5.13624557800558,-2.33968723996643,-4.93566089409504,5.27813976975387,-3.98201156459612,2.07584888138201,-2.47749485425308,-4.14972816635223,-1.71360900227755
"boot_params.4209",3.6560971881931,-0.0674941341765424,-0.541625275383114,-0.255809814781843,0.820603499474977,-1.87656116320864,-2.61705931807379,-2.88160039416278,-5.5713440279296,-2.37617904263083,-5.21546346582868,5.47612340979043,-3.93339570614213,2.13726470519745,-2.48247640527786,-4.23396071673286,-1.79837556171131
"boot_params.4210",3.55391090712194,-0.0404259275588608,-0.556278522456877,-0.228252745181437,0.809275736989816,-1.76006211991078,-2.44992069148461,-2.79171470473893,-4.50516339161586,-2.24526533012954,-4.79494511908557,5.18931118846633,-4.05503111731658,2.06892241712709,-2.48691405533216,-4.04920311863095,-1.66176443507333
"boot_params.4211",3.62347286673297,-0.0646323993909157,-0.569549871461866,-0.24419153721097,0.837424542820135,-1.88286447283826,-2.56047067900015,-2.99676177794669,-4.93103232422694,-2.34745058169783,-4.98737737978429,5.505496219077,-4.22315183325897,2.16833668224253,-2.53113196902768,-4.12869679981396,-1.79796216285847
"boot_params.4212",3.70670874941524,-0.0723449505484901,-0.570014407873895,-0.26380126274158,0.820865335861255,-1.94798214832414,-2.69554081040052,-3.1723196722761,-5.16661203070864,-2.51442923281457,-5.20573734835394,5.64250897005204,-4.41090222721558,2.20008379043385,-2.56958222065394,-3.98787050608621,-1.876447871963
"boot_params.4213",3.66879515486201,-0.0569360368402617,-0.556841623798233,-0.22249725050818,0.807344438643496,-1.95016104521637,-2.63764299612901,-3.14798751633616,-5.19410189730401,-2.38728852916484,-5.1057596143691,5.58744190880989,-4.11142628774937,2.18401633301188,-2.55623677726767,-4.21908868324375,-1.84821775507586
"boot_params.4214",3.62420182600455,-0.0817857689037817,-0.540053549228466,-0.249848592034859,0.782464527418685,-1.83056301272454,-2.5405098093608,-2.9723458230641,-5.30127983655444,-2.28373790739554,-4.95765297128757,5.28618960776753,-3.90845350719669,2.08082629147451,-2.54950007056681,-4.18572479143864,-1.71817132020716
"boot_params.4215",3.79006126952798,-0.102278416163294,-0.609353863985068,-0.253502165600325,0.825744586228442,-2.09695034118022,-2.86088533799848,-3.33544646773371,-5.31500712314623,-2.59409295902523,-4.70907310578483,6.06768165072112,-4.24712219983529,2.36588561872254,-2.74232623832601,-4.60248377599199,-2.05186828888404
"boot_params.4216",3.68785668440435,-0.0515458987083521,-0.529466168775056,-0.231379912184207,0.806870967123091,-1.95937257553437,-2.66546403361992,-3.0580905796737,-4.98286233630983,-2.48143882485338,-4.67669894053729,5.64730614327286,-4.26898518944953,2.21635283044752,-2.60614841604282,-4.2458109300019,-1.87431982471965
"boot_params.4217",3.64380980034226,-0.0779142159358478,-0.564665708439675,-0.2553076086661,0.826839419255615,-1.84115600139192,-2.53699825559131,-3.04383692520814,-5.17115327085958,-2.4051978022107,-5.08716596263919,5.46681001276615,-4.27700259220043,2.14866860868396,-2.52875214842264,-4.11486491572507,-1.78959979235616
