"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Sales","Adjustments","Release","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1588030","","","","0"
"2021-03","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1613514","","","","0"
"2021-04","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1603444","","","","0"
"2021-05","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1404704","","","","0"
"2021-06","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1615563","","","","0"
"2021-07","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1586302","","","","0"
"2021-08","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1637337","","","","0"
"2021-09","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1695065","","","","0"
"2021-10","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1659974","","","","0"
"2021-11","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1656711","","","","0"
"2021-12","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1638608","","","","0"
"2022-01","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1610536","","","","0"
"2022-02","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1707012","","","","0"
"2022-03","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1679126","","","","0"
"2022-04","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1689162","","","","0"
"2022-05","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1739422","","","","0"
"2022-06","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1723020","","","","0"
"2022-07","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1748232","","","","0"
"2022-08","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1714108","","","","0"
"2022-09","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1688605","","","","0"
"2022-10","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1779588","","","","0"
"2022-11","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1774502","A","","","0"
"2022-12","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1751762","A","","","0"
"2023-01","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1820428","A","","","0"
"2023-02","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1766190","A","","","0"
"2023-03","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1723791","A","","","0"
"2023-04","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1795273","A","","","0"
"2023-05","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1775227","A","","","0"
"2023-06","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1761118","A","","","0"
"2023-07","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1726152","A","","","0"
"2023-08","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1759920","A","","","0"
"2023-09","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1766016","A","","","0"
"2023-10","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1768987","A","","","0"
"2023-11","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1759622","A","","","0"
"2023-12","Nova Scotia","2016A000212","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431761","4.1.1.2.12","1782733","A","","","0"
"2017-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1049815","","","","0"
"2017-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1062497","","","","0"
"2017-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1054798","","","","0"
"2017-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1067218","","","","0"
"2017-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1103307","","","","0"
"2017-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1059621","","","","0"
"2017-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1062811","","","","0"
"2017-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1057142","","","","0"
"2017-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1087907","","","","0"
"2017-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1106071","","","","0"
"2017-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1105305","","","","0"
"2017-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1109544","","","","0"
"2018-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1080622","","","","0"
"2018-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1080177","","","","0"
"2018-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1060407","","","","0"
"2018-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1069299","","","","0"
"2018-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1105668","","","","0"
"2018-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1078425","","","","0"
"2018-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1112654","","","","0"
"2018-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1112179","","","","0"
"2018-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1138811","","","","0"
"2018-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1121273","","","","0"
"2018-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1089678","","","","0"
"2018-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1114144","","","","0"
"2019-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1089235","","","","0"
"2019-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1096385","","","","0"
"2019-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1127838","","","","0"
"2019-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1114457","","","","0"
"2019-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1104408","","","","0"
"2019-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1121287","","","","0"
"2019-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1099595","","","","0"
"2019-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1144392","","","","0"
"2019-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1110824","","","","0"
"2019-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1147604","","","","0"
"2019-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1138206","","","","0"
"2019-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1149222","","","","0"
"2020-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1172337","","","","0"
"2020-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1153319","","","","0"
"2020-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","997285","","","","0"
"2020-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","838365","","","","0"
"2020-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1041301","","","","0"
"2020-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1179343","","","","0"
"2020-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1179288","","","","0"
"2020-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1191094","","","","0"
"2020-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1260507","","","","0"
"2020-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1191818","","","","0"
"2020-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1208848","","","","0"
"2020-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1163564","","","","0"
"2021-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1242896","","","","0"
"2021-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1239230","","","","0"
"2021-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1260500","","","","0"
"2021-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1321915","","","","0"
"2021-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1272113","","","","0"
"2021-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1239730","","","","0"
"2021-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1251852","","","","0"
"2021-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1279397","","","","0"
"2021-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1272969","","","","0"
"2021-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1289208","","","","0"
"2021-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1328449","","","","0"
"2021-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1310467","","","","0"
"2022-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1333776","","","","0"
"2022-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1336770","","","","0"
"2022-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1342349","","","","0"
"2022-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1340707","","","","0"
"2022-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1404213","","","","0"
"2022-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1383800","","","","0"
"2022-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1401075","","","","0"
"2022-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1368487","","","","0"
"2022-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1379997","","","","0"
"2022-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1442466","","","","0"
"2022-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1390284","A","","","0"
"2022-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1376248","A","","","0"
"2023-01","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1385819","A","","","0"
"2023-02","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1489028","A","","","0"
"2023-03","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1351657","A","","","0"
"2023-04","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1400548","A","","","0"
"2023-05","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1401408","A","","","0"
"2023-06","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1440752","A","","","0"
"2023-07","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1457169","A","","","0"
"2023-08","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1449299","A","","","0"
"2023-09","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1443825","A","","","0"
"2023-10","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1467234","A","","","0"
"2023-11","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1462888","A","","","0"
"2023-12","New Brunswick","2016A000213","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431792","5.1.1.2.12","1474488","A","","","0"
"2017-01","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10709589","","","","0"
"2017-02","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10526893","","","","0"
"2017-03","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10366074","","","","0"
"2017-04","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10861159","","","","0"
"2017-05","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10597288","","","","0"
"2017-06","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10622609","","","","0"
"2017-07","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10706696","","","","0"
"2017-08","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10680257","","","","0"
"2017-09","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10642318","","","","0"
"2017-10","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11101171","","","","0"
"2017-11","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10972440","","","","0"
"2017-12","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11152991","","","","0"
"2018-01","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10978276","","","","0"
"2018-02","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10944079","","","","0"
"2018-03","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11075244","","","","0"
"2018-04","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","10963794","","","","0"
"2018-05","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11378025","","","","0"
"2018-06","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11231527","","","","0"
"2018-07","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11271759","","","","0"
"2018-08","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11231156","","","","0"
"2018-09","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11341983","","","","0"
"2018-10","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11523743","","","","0"
"2018-11","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11207404","","","","0"
"2018-12","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11292835","","","","0"
"2019-01","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11163366","","","","0"
"2019-02","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11300910","","","","0"
"2019-03","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11428147","","","","0"
"2019-04","Quebec","2016A000224","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582431823","6.1.1.2.12","11247295","","","","0"
