"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Sales","Adjustments","Release","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-09","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2209132","","","","0"
"2022-10","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2260312","","","","0"
"2022-11","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2288205","A","","","0"
"2022-12","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2275146","A","","","0"
"2023-01","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2369089","A","","","0"
"2023-02","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2234486","A","","","0"
"2023-03","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2215969","A","","","0"
"2023-04","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2224585","A","","","0"
"2023-05","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2273037","A","","","0"
"2023-06","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2198507","A","","","0"
"2023-07","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2194497","A","","","0"
"2023-08","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2232767","A","","","0"
"2023-09","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2249407","A","","","0"
"2023-10","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2257138","A","","","0"
"2023-11","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2251896","A","","","0"
"2023-12","Manitoba","2016A000246","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432037","13.1.1.2.12","2256711","A","","","0"
"2017-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1651544","","","","0"
"2017-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1659959","","","","0"
"2017-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1679639","","","","0"
"2017-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1626696","","","","0"
"2017-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1632421","","","","0"
"2017-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1630278","","","","0"
"2017-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1646244","","","","0"
"2017-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1667903","","","","0"
"2017-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1623424","","","","0"
"2017-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1725005","","","","0"
"2017-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1710429","","","","0"
"2017-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1716063","","","","0"
"2018-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1699562","","","","0"
"2018-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1684505","","","","0"
"2018-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1552425","","","","0"
"2018-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1672210","","","","0"
"2018-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1683830","","","","0"
"2018-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1714809","","","","0"
"2018-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1707628","","","","0"
"2018-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1641798","","","","0"
"2018-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1686586","","","","0"
"2018-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1663185","","","","0"
"2018-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1658371","","","","0"
"2018-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1673403","","","","0"
"2019-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1651713","","","","0"
"2019-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1682914","","","","0"
"2019-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1695987","","","","0"
"2019-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1718868","","","","0"
"2019-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1706809","","","","0"
"2019-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1648872","","","","0"
"2019-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1683092","","","","0"
"2019-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1700700","","","","0"
"2019-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1706608","","","","0"
"2019-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1684257","","","","0"
"2019-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1660538","","","","0"
"2019-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1735903","","","","0"
"2020-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1734530","","","","0"
"2020-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1705543","","","","0"
"2020-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1510816","","","","0"
"2020-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1344171","","","","0"
"2020-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1563768","","","","0"
"2020-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1746464","","","","0"
"2020-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1788159","","","","0"
"2020-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1779502","","","","0"
"2020-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1788428","","","","0"
"2020-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1776035","","","","0"
"2020-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1774420","","","","0"
"2020-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1806718","","","","0"
"2021-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1846647","","","","0"
"2021-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1848061","","","","0"
"2021-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1892493","","","","0"
"2021-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1915196","","","","0"
"2021-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1977178","","","","0"
"2021-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1918460","","","","0"
"2021-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1922809","","","","0"
"2021-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1966516","","","","0"
"2021-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","1938499","","","","0"
"2021-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2004112","","","","0"
"2021-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2055712","","","","0"
"2021-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2025964","","","","0"
"2022-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2016840","","","","0"
"2022-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2049255","","","","0"
"2022-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2024775","","","","0"
"2022-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2048833","","","","0"
"2022-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2070236","","","","0"
"2022-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2110529","","","","0"
"2022-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2069413","","","","0"
"2022-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2110437","","","","0"
"2022-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2119847","","","","0"
"2022-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2172581","","","","0"
"2022-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2160407","A","","","0"
"2022-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2140771","A","","","0"
"2023-01","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2197969","A","","","0"
"2023-02","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2097761","A","","","0"
"2023-03","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2059956","A","","","0"
"2023-04","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2074041","A","","","0"
"2023-05","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2018136","A","","","0"
"2023-06","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2058633","A","","","0"
"2023-07","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2084568","A","","","0"
"2023-08","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2088913","A","","","0"
"2023-09","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2144377","A","","","0"
"2023-10","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2160464","A","","","0"
"2023-11","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2106111","A","","","0"
"2023-12","Saskatchewan","2016A000247","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432098","15.1.1.2.12","2126761","A","","","0"
"2017-01","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6726992","","","","0"
"2017-02","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6755541","","","","0"
"2017-03","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6696621","","","","0"
"2017-04","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6731946","","","","0"
"2017-05","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6794861","","","","0"
"2017-06","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6845782","","","","0"
"2017-07","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6795728","","","","0"
"2017-08","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6758273","","","","0"
"2017-09","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6870429","","","","0"
"2017-10","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6984728","","","","0"
"2017-11","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6897129","","","","0"
"2017-12","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6871052","","","","0"
"2018-01","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6917447","","","","0"
"2018-02","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6884324","","","","0"
"2018-03","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6830192","","","","0"
"2018-04","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6867732","","","","0"
"2018-05","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7168885","","","","0"
"2018-06","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7007217","","","","0"
"2018-07","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6978264","","","","0"
"2018-08","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6995013","","","","0"
"2018-09","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7030299","","","","0"
"2018-10","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6894852","","","","0"
"2018-11","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7013254","","","","0"
"2018-12","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7053815","","","","0"
"2019-01","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6849274","","","","0"
"2019-02","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6846332","","","","0"
"2019-03","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7004759","","","","0"
"2019-04","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7094556","","","","0"
"2019-05","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7032082","","","","0"
"2019-06","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6959217","","","","0"
"2019-07","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7022772","","","","0"
"2019-08","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7003906","","","","0"
"2019-09","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6851074","","","","0"
"2019-10","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6934850","","","","0"
"2019-11","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6833655","","","","0"
"2019-12","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7069474","","","","0"
"2020-01","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7085925","","","","0"
"2020-02","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6977325","","","","0"
"2020-03","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6029524","","","","0"
"2020-04","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","5041813","","","","0"
"2020-05","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6201495","","","","0"
"2020-06","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7002528","","","","0"
"2020-07","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7122454","","","","0"
"2020-08","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","6763261","","","","0"
"2020-09","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7446375","","","","0"
"2020-10","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7393295","","","","0"
"2020-11","Alberta","2016A000248","Retail trade [44-45]","Total retail sales","Seasonally adjusted","February 22, 2024","Dollars","81","thousands","3","v1582432129","16.1.1.2.12","7476623","","","","0"
