"REF_DATE","GEO","DGUID","Supply and disposition","Products","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-10","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1900","","","","0"
"2022-11","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1237","","","","0"
"2022-12","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1425","","","","0"
"2023-01","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1891","","","","0"
"2023-02","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1279","","","","0"
"2023-03","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","2267","","","","0"
"2023-04","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1180","","","","0"
"2023-05","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1531","","","","0"
"2023-06","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1708","","","","0"
"2023-07","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","2169","","","","0"
"2023-08","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1723","","","","0"
"2023-09","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1250","","","","0"
"2023-10","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1628","","","","0"
"2023-11","Saskatchewan","2016A000247","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228392","9.4.17.1","1314","","","","0"
"2022-01","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2442","","","","0"
"2022-02","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2311","","","","0"
"2022-03","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","4781","","","","0"
"2022-04","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","3983","","","","0"
"2022-05","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","4759","","","","0"
"2022-06","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2228","","","","0"
"2022-07","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","4147","","","","0"
"2022-08","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","4388","","","","0"
"2022-09","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2007","","","","0"
"2022-10","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","3096","","","","0"
"2022-11","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2301","","","","0"
"2022-12","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2616","","","","0"
"2023-01","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2266","","","","0"
"2023-02","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2750","","","","0"
"2023-03","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","6587","","","","0"
"2023-04","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","20806","","","","0"
"2023-05","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","15185","","","","0"
"2023-06","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","1737","","","","0"
"2023-07","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2564","","","","0"
"2023-08","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2833","","","","0"
"2023-09","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2956","","","","0"
"2023-10","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2004","","","","0"
"2023-11","Alberta","2016A000248","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228513","10.4.17.1","2159","","","","0"
"2022-01","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","69664","","","","0"
"2022-02","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","56639","","","","0"
"2022-03","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","64115","","","","0"
"2022-04","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","77433","","","","0"
"2022-05","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","109554","","","","0"
"2022-06","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","147520","","","","0"
"2022-07","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","127018","","","","0"
"2022-08","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","151630","","","","0"
"2022-09","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","81527","","","","0"
"2022-10","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","74971","","","","0"
"2022-11","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","78043","","","","0"
"2022-12","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","167172","","","","0"
"2023-01","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","134056","","","","0"
"2023-02","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","254352","","","","0"
"2023-03","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","242710","","","","0"
"2023-04","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","112114","","","","0"
"2023-05","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","151771","","","","0"
"2023-06","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","111755","","","","0"
"2023-07","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","171570","","","","0"
"2023-08","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","146116","","","","0"
"2023-09","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","127585","","","","0"
"2023-10","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","144566","","","","0"
"2023-11","British Columbia","2016A000259","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228633","11.4.17.1","75315","","","","0"
"2022-01","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","71","","","","0"
"2022-02","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-03","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-04","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-05","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","2","","","","0"
"2022-06","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-07","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-08","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-09","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","312","","","","0"
"2022-10","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","4","","","","0"
"2022-11","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","275","","","","0"
"2022-12","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","307","","","","0"
"2023-01","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","612","","","","0"
"2023-02","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","83","","","","0"
"2023-03","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-04","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-05","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-06","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-07","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-08","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-09","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-10","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2023-11","Yukon","2016A000260","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228725","12.4.17.1","0","","","","0"
"2022-01","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-02","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-03","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-04","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-05","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-06","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-07","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-08","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","36714","","","","0"
"2022-09","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-10","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-11","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-12","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-01","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-02","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-03","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-04","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-05","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-06","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-07","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-08","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","2892","","","","0"
"2023-09","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","24660","","","","0"
"2023-10","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2023-11","Northwest Territories","2016A000261","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228781","13.4.17.1","0","","","","0"
"2022-01","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-02","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-03","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-04","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-05","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-06","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-07","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-08","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-09","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-10","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-11","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2022-12","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-01","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-02","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-03","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-04","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-05","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-06","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-07","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","78068","","","","0"
"2023-08","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","51745","","","","0"
"2023-09","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-10","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","0","","","","0"
"2023-11","Nunavut","2016A000262","Imports, supply","Finished petroleum products","Cubic metres","Cubic metres","72","units","0","v1251228871","14.4.17.1","76768","","","","0"


