"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-03","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2087011","A","","","0"
"2022-04","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2000977","A","","","0"
"2022-05","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2076402","A","","","0"
"2022-06","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2285026","A","","","0"
"2022-07","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2131488","A","","","0"
"2022-08","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2156220","A","","","0"
"2022-09","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2166206","A","","","0"
"2022-10","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2296598","A","","","0"
"2022-11","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2161392","A","","","0"
"2022-12","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2056120","A","","","0"
"2023-01","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2273078","A","","","0"
"2023-02","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2232002","A","","","0"
"2023-03","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2162871","A","","","0"
"2023-04","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2183404","A","","","0"
"2023-05","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2273082","A","","","0"
"2023-06","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2236963","A","","","0"
"2023-07","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","1999106","A","","","0"
"2023-08","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2239624","A","","","0"
"2023-09","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2244122","A","","","0"
"2023-10","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2224327","A","","","0"
"2023-11","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2218465","A","","","0"
"2023-12","Manitoba","2016A000246","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v806546","7.1.2.1","2103543","A","","","0"
"2022-01","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1776269","A","","","0"
"2022-02","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1880361","A","","","0"
"2022-03","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2128178","A","","","0"
"2022-04","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2120037","A","","","0"
"2022-05","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2189935","A","","","0"
"2022-06","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2083973","A","","","0"
"2022-07","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2207082","A","","","0"
"2022-08","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2175991","A","","","0"
"2022-09","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2133732","A","","","0"
"2022-10","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2306652","A","","","0"
"2022-11","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2234137","A","","","0"
"2022-12","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2362676","A","","","0"
"2023-01","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2189813","A","","","0"
"2023-02","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2001253","A","","","0"
"2023-03","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1981328","A","","","0"
"2023-04","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1976771","A","","","0"
"2023-05","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2070612","A","","","0"
"2023-06","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1680552","A","","","0"
"2023-07","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2025618","A","","","0"
"2023-08","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","1998384","A","","","0"
"2023-09","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2094269","A","","","0"
"2023-10","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2021620","A","","","0"
"2023-11","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2133737","A","","","0"
"2023-12","Saskatchewan","2016A000247","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807006","8.1.2.1","2039865","A","","","0"
"2022-01","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8101486","A","","","0"
"2022-02","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8629092","A","","","0"
"2022-03","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9081528","A","","","0"
"2022-04","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9421575","A","","","0"
"2022-05","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9388741","A","","","0"
"2022-06","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9318924","A","","","0"
"2022-07","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9269491","A","","","0"
"2022-08","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8976474","B","","","0"
"2022-09","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8971979","A","","","0"
"2022-10","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9552119","A","","","0"
"2022-11","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9214758","A","","","0"
"2022-12","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8617749","A","","","0"
"2023-01","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9727960","A","","","0"
"2023-02","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8741774","A","","","0"
"2023-03","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9085415","A","","","0"
"2023-04","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8160867","A","","","0"
"2023-05","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8466759","A","","","0"
"2023-06","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","7882588","A","","","0"
"2023-07","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8197449","A","","","0"
"2023-08","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8710849","A","","","0"
"2023-09","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","9172187","A","","","0"
"2023-10","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8664111","A","","","0"
"2023-11","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8740319","A","","","0"
"2023-12","Alberta","2016A000248","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807466","9.1.2.1","8870172","A","","","0"
"2022-01","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5570395","A","","","0"
"2022-02","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5832759","A","","","0"
"2022-03","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","6092015","A","","","0"
"2022-04","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5904432","A","","","0"
"2022-05","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5825999","A","","","0"
"2022-06","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5772187","A","","","0"
"2022-07","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5693634","A","","","0"
"2022-08","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5723411","A","","","0"
"2022-09","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5686561","A","","","0"
"2022-10","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5680139","B","","","0"
"2022-11","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5675198","B","","","0"
"2022-12","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5496946","B","","","0"
"2023-01","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5528680","B","","","0"
"2023-02","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5386630","B","","","0"
"2023-03","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5308619","A","","","0"
"2023-04","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5382844","A","","","0"
"2023-05","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5354339","A","","","0"
"2023-06","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5399213","B","","","0"
"2023-07","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5214985","A","","","0"
"2023-08","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5395461","B","","","0"
"2023-09","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5360919","B","","","0"
"2023-10","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5398924","B","","","0"
"2023-11","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5536415","B","","","0"
"2023-12","British Columbia","2016A000259","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v807928","10.1.2.1","5580420","B","","","0"
"2022-01","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","2767","B","","","0"
"2022-02","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","2596","B","","","0"
"2022-03","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3097","B","","","0"
"2022-04","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3601","B","","","0"
"2022-05","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3081","B","","","0"
"2022-06","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3165","B","","","0"
"2022-07","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3226","B","","","0"
"2022-08","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3354","B","","","0"
"2022-09","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","2995","B","","","0"
"2022-10","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3373","B","","","0"
"2022-11","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3104","B","","","0"
"2022-12","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3572","C","","","0"
"2023-01","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3319","C","","","0"
"2023-02","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3560","C","","","0"
"2023-03","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3512","C","","","0"
"2023-04","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3511","C","","","0"
"2023-05","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","4132","B","","","0"
"2023-06","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","4091","D","","","0"
"2023-07","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","4073","E","","","0"
"2023-08","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","4393","D","","","0"
"2023-09","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3892","D","","","0"
"2023-10","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","3253","E","","","0"
"2023-11","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","4468","E","","","0"
"2023-12","Yukon","2016A000260","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808387","11.1.2.1","5121","E","","","0"
"2022-01","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2066","A","","","0"
"2022-02","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3965","A","","","0"
"2022-03","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3807","A","","","0"
"2022-04","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2439","A","","","0"
"2022-05","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","4244","A","","","0"
"2022-06","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","5642","A","","","0"
"2022-07","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","5627","A","","","0"
"2022-08","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","5279","A","","","0"
"2022-09","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3524","B","","","0"
"2022-10","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3844","E","","","0"
"2022-11","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3044","E","","","0"
"2022-12","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3692","C","","","0"
"2023-01","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3937","A","","","0"
"2023-02","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","1498","A","","","0"
"2023-03","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2441","A","","","0"
"2023-04","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","1612","A","","","0"
"2023-05","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","1279","A","","","0"
"2023-06","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2898","A","","","0"
"2023-07","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2004","A","","","0"
"2023-08","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","2772","A","","","0"
"2023-09","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","4194","A","","","0"
"2023-10","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3628","A","","","0"
"2023-11","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3015","C","","","0"
"2023-12","Northwest Territories including Nunavut","","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v808845","12.1.2.1","3594","C","","","0"
"2022-01","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","1435","A","","","0"
"2022-02","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","2029","A","","","0"
"2022-03","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","2315","A","","","0"
"2022-04","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","584","A","","","0"
"2022-05","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","958","A","","","0"
"2022-06","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","737","A","","","0"
"2022-07","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","936","A","","","0"
"2022-08","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","984","A","","","0"
